"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"205",1,0,0,1,0,0,0,1,2,1
"206",0,0,0,1,0,1,0,0,1,1
"207",1,1,1,1,0,1,0,2,1,4
"208",0,0,0,0,0,0,0,1,0,2
"209",0,0,0,0,0,0,0,0,0,1
"210",0,1,0,0,1,0,1,1,0,1
"211",0,0,0,0,0,0,0,0,0,0
"212",0,3,0,1,2,0,0,2,0,3
"213",0,3,1,1,1,2,1,3,2,3
"214",0,1,0,0,0,0,0,0,0,2
"215",0,1,0,0,0,0,0,0,0,0
"216",0,4,1,2,6,0,1,7,2,8
"217",0,2,0,0,1,0,0,1,0,4
"218",0,0,0,1,0,0,1,0,1,0
"219",0,0,0,0,0,0,0,0,0,0
"220",1,1,1,1,1,0,0,1,2,2
"221",1,0,0,1,0,1,0,0,1,0
"222",0,1,0,0,0,0,0,2,0,3
"223",0,1,0,2,1,0,0,3,2,5
"224",0,0,1,1,0,2,0,0,2,0
"225",0,1,0,0,0,0,1,0,0,1
"226",2,0,1,2,0,1,0,1,2,1
"227",0,3,0,2,2,1,1,3,1,4
"228",0,0,0,1,0,1,0,0,1,0
"229",0,1,0,1,2,0,0,2,2,2
"230",0,0,0,0,0,0,0,0,1,0
"231",1,1,0,1,2,0,0,0,1,4
"232",0,1,1,1,0,0,0,2,1,2
"233",0,0,0,0,0,0,0,0,0,0
"234",0,0,0,0,2,0,0,0,0,2
"235",0,1,0,0,0,0,0,0,0,0
"236",1,0,2,0,0,1,0,0,2,0
"237",0,0,0,0,1,0,0,0,0,1
"238",2,0,0,3,0,0,0,3,3,4
"239",0,0,0,0,0,0,0,0,0,0
"240",0,0,0,0,0,0,0,0,0,0
"241",0,0,1,0,1,0,0,1,0,2
"242",0,0,0,0,0,0,0,0,0,0
"243",0,0,0,0,1,0,0,1,0,1
"244",0,0,0,0,0,0,0,0,0,1
"245",1,0,1,1,0,1,0,0,1,1
"246",0,2,0,1,2,0,1,2,2,3
"247",1,0,0,1,0,1,0,0,2,0
"248",0,0,0,0,0,0,0,0,0,0
"249",0,1,0,0,1,0,1,1,0,1
"250",0,0,0,0,0,0,0,0,0,2
"251",0,0,0,0,1,0,0,2,0,1
"252",0,0,0,0,0,0,0,0,0,0
"253",0,0,0,0,0,0,1,1,0,1
"254",3,2,0,4,0,2,0,0,4,1
"255",0,0,0,0,0,0,0,1,0,0
"256",0,0,0,0,0,0,0,0,0,1
"257",0,0,0,1,0,1,0,0,1,0
"258",0,1,0,1,1,1,1,1,0,1
"259",0,0,0,0,0,0,0,0,0,0
"260",0,0,0,0,0,0,0,1,0,1
"261",0,1,0,1,0,0,0,0,0,0
"262",0,0,0,0,0,0,0,2,1,1
"263",0,0,0,1,0,0,0,0,1,0
"264",1,0,0,0,0,0,0,0,1,1
"265",0,0,0,0,0,0,0,1,0,0
"266",0,1,0,0,0,0,0,0,0,1
"267",0,0,0,0,0,0,0,0,0,0
"268",2,0,0,1,0,1,0,0,3,0
"269",0,0,0,0,0,0,0,1,0,1
"270",0,0,0,0,0,0,0,1,0,4
"271",0,0,0,1,0,0,0,0,1,0
"272",0,0,0,0,0,0,0,2,0,2
"273",1,0,0,0,0,1,0,0,1,0
"274",0,0,0,0,0,0,0,0,0,0
"275",1,1,0,0,1,0,1,2,0,1
"276",0,1,0,0,1,0,1,1,0,2
"277",1,2,0,1,1,1,0,0,2,3
"278",1,0,0,1,0,1,0,0,2,3
"279",0,0,0,0,0,0,0,1,0,1
"280",0,3,0,0,3,1,0,4,0,3
"281",0,0,0,0,0,0,0,0,0,0
"282",1,0,0,1,0,0,0,1,1,3
"283",0,0,0,0,0,0,0,1,0,2
"284",0,1,0,1,0,1,0,1,1,7
"285",0,0,0,0,0,0,0,0,0,0
"286",0,5,0,2,1,0,1,2,2,2
"287",0,0,0,0,0,0,0,0,0,1
"288",0,0,0,0,0,0,0,0,0,0
"289",0,0,0,0,0,0,0,0,0,0
"290",0,0,0,0,0,1,0,1,0,1
"291",0,2,0,0,1,0,0,2,1,3
"292",2,0,1,2,0,2,1,0,3,0
"293",0,0,0,1,0,1,0,0,0,0
"294",0,0,0,0,0,0,0,0,0,0
"295",0,0,0,0,0,0,0,1,0,1
"296",1,1,0,0,1,0,1,4,0,1
"297",0,0,0,0,1,0,0,1,0,1
"298",1,0,0,1,0,2,1,0,3,0
"299",0,3,1,0,2,0,2,2,1,5
"300",0,0,0,0,0,0,0,1,0,1
"301",0,1,0,0,0,0,0,0,0,1
"302",1,0,1,0,0,0,0,0,1,2
"303",0,0,0,0,1,0,0,1,0,1
"304",0,0,0,0,0,3,0,0,2,0
"305",0,1,0,0,0,0,0,0,0,1
"306",1,3,1,1,2,2,1,4,2,5
"307",0,1,0,1,0,1,1,1,1,1
"308",0,0,0,1,0,1,1,0,1,0
"309",2,1,0,3,1,1,1,0,2,1
"310",1,0,0,0,0,0,0,0,1,1
"311",0,0,0,0,0,0,0,0,0,1
"312",0,0,0,0,0,0,0,1,0,0
"313",0,0,1,0,0,0,1,1,0,0
"314",0,0,0,0,0,0,0,2,0,2
"315",0,1,0,0,1,0,0,1,0,1
"316",3,1,2,2,1,1,1,4,3,4
"317",0,1,1,0,1,0,1,1,1,1
"318",0,0,0,0,0,0,0,0,0,0
"319",0,0,0,0,0,0,0,0,0,0
"320",2,0,1,2,1,1,0,0,2,1
"321",0,0,0,0,0,0,0,1,0,1
"322",0,0,0,0,0,0,0,0,0,0
"323",0,0,0,0,1,0,0,0,2,1
"324",1,0,0,1,0,0,0,0,1,1
"325",0,1,0,0,1,0,0,1,0,2
"326",0,1,0,0,1,0,1,0,0,1
"327",0,0,0,1,0,1,0,0,1,0
"328",0,1,0,0,1,0,0,0,0,4
"329",1,0,1,0,0,0,0,2,1,2
"330",0,1,0,0,1,0,0,1,0,2
"331",0,0,0,0,0,0,0,0,0,0
"332",1,0,1,0,0,1,0,1,2,2
"333",0,0,0,0,0,0,0,0,0,0
"334",0,0,0,0,0,1,0,0,2,1
"335",0,0,0,0,0,0,0,3,1,1
"336",0,1,0,1,1,1,1,1,2,2
"337",0,0,0,0,0,0,0,0,0,0
"338",1,0,0,1,1,2,0,2,3,3
"339",0,1,0,0,1,1,0,2,1,3
"340",0,0,0,0,0,0,0,0,0,0
"341",0,3,0,0,1,0,0,2,0,4
"342",1,2,0,0,1,0,0,4,1,6
"343",0,1,0,0,2,0,0,3,0,3
"344",0,0,0,0,0,0,0,1,0,0
"345",0,0,0,1,0,1,0,0,1,0
"346",0,1,0,0,0,0,0,2,0,2
"347",0,1,0,0,0,0,0,0,0,1
"348",0,0,0,0,0,0,0,3,0,2
"349",0,2,0,1,3,1,2,2,2,3
"350",2,0,2,1,0,2,1,0,3,0
"351",0,0,0,2,0,2,0,1,2,0
"352",0,0,0,1,0,0,0,1,0,0
"353",1,1,1,0,1,0,0,0,1,1
"354",1,2,0,3,1,0,1,2,2,2
"355",0,0,0,0,0,0,0,0,0,1
"356",0,0,0,0,0,0,0,0,1,1
"357",0,0,1,0,0,0,0,1,0,1
"358",2,3,1,2,2,2,1,2,3,2
"359",0,1,0,0,0,1,0,0,0,2
"360",0,2,0,0,1,0,1,2,0,3
"361",1,3,0,0,0,0,0,2,1,1
"362",2,1,0,2,1,1,1,3,2,2
"363",1,2,1,4,2,2,3,5,6,6
"364",0,0,0,1,1,0,0,1,0,1
"365",0,0,0,0,0,0,0,2,0,2
"366",0,0,0,1,0,1,0,1,1,0
"367",0,2,0,1,1,0,0,1,0,2
"368",0,2,0,0,2,2,0,2,2,5
"369",0,0,0,0,0,0,0,0,0,0
"370",0,1,0,1,0,2,0,0,2,0
"371",0,1,0,1,0,0,0,2,0,2
"372",0,0,0,0,0,0,0,1,0,2
"373",0,0,0,0,0,0,0,1,0,1
"374",0,0,0,0,0,0,0,0,0,0
"375",1,1,0,0,0,0,0,0,1,0
"376",0,2,0,0,1,1,0,0,0,4
"377",0,0,0,0,0,0,0,0,0,0
"378",0,1,0,1,0,1,0,2,1,1
"379",2,1,1,2,2,1,1,2,1,5
"380",0,2,1,3,2,1,0,3,5,3
"381",0,0,0,0,0,0,0,0,0,0
"382",0,0,0,0,0,0,0,0,0,0
"383",1,1,1,3,2,5,1,5,8,5
"384",0,0,0,0,0,0,0,1,0,1
"385",1,0,2,3,0,2,0,0,3,0
"386",0,0,0,0,0,0,0,0,0,0
"387",0,0,0,0,0,0,0,1,0,1
"388",0,0,0,0,0,0,0,0,0,0
"389",0,0,0,0,0,0,0,1,0,1
"390",0,1,0,1,0,0,1,0,2,0
"391",0,0,0,0,0,0,0,0,0,0
"392",0,0,0,0,0,0,0,0,0,0
"393",0,0,0,0,0,0,0,0,0,0
"394",0,2,0,0,1,0,0,1,0,3
"395",0,0,0,1,1,0,0,4,2,5
"396",0,1,0,0,1,0,1,1,1,2
"397",0,0,1,1,0,1,0,4,2,1
"398",0,0,0,0,0,0,0,1,2,1
"399",1,0,0,0,0,0,0,1,1,0
"400",0,0,0,0,0,0,0,0,1,0
"401",0,0,0,0,0,0,0,0,0,2
"402",0,1,0,1,0,1,0,0,1,0
"403",0,0,0,0,1,0,0,0,0,2
"404",0,0,0,0,0,0,0,0,0,0
"405",0,0,0,0,0,0,0,0,0,1
"406",1,0,0,1,0,1,0,1,1,1
"407",0,0,0,0,0,0,0,0,1,0
"408",0,2,0,0,1,0,1,0,0,3
"409",0,0,0,0,0,0,0,0,0,1
"410",0,0,0,0,0,0,0,1,0,1
"411",1,1,1,0,0,1,0,0,1,1
"412",0,1,0,0,0,0,0,0,0,0
"413",0,1,0,0,0,0,0,0,0,0
"414",0,0,0,0,0,0,0,0,0,2
"415",0,0,0,0,0,0,1,1,2,0
"416",0,0,0,0,1,0,0,1,0,1
"417",0,0,0,0,0,0,0,1,0,0
"418",1,1,0,0,1,0,0,1,1,1
"419",0,0,0,1,0,0,0,0,1,0
"420",1,1,0,0,1,1,1,2,3,1
"421",0,1,0,0,0,0,0,1,0,1
"422",0,0,0,0,0,0,0,0,0,0
"423",0,0,0,1,0,1,0,0,1,0
"424",0,2,0,0,3,0,0,3,0,3
"425",0,0,0,0,0,0,0,0,1,2
"426",0,0,0,0,0,1,0,0,1,0
"427",1,1,1,2,1,1,0,1,1,1
"428",1,2,0,1,1,1,1,2,1,2
"429",2,2,1,1,2,1,2,2,3,4
"430",2,2,3,2,2,2,2,5,3,7
"431",0,0,0,0,1,1,0,0,1,1
"432",0,0,0,0,1,0,1,1,0,3
"433",0,0,0,0,0,0,0,0,0,0
"434",1,2,2,0,4,2,2,3,2,6
"435",0,1,0,0,1,0,0,1,0,1
"436",1,0,1,1,0,0,0,0,0,2
"437",0,0,0,0,0,0,0,1,0,1
"438",0,0,0,0,0,0,0,1,0,2
"439",0,1,0,0,1,0,0,0,0,2
"440",1,0,0,1,0,1,0,1,1,2
"441",1,0,0,0,0,0,0,0,1,0
"442",0,1,0,0,1,0,0,1,0,1
"443",0,0,0,0,0,0,0,0,0,1
"444",0,1,0,0,1,0,0,1,1,1
"445",1,0,1,1,1,1,0,1,2,1
"446",0,1,0,0,1,0,0,0,0,1
"447",1,2,2,1,2,3,2,4,4,6
"448",0,1,0,1,0,0,0,2,2,1
"449",1,0,0,1,0,0,0,0,1,1
"450",0,0,0,0,0,0,2,0,0,0
"451",0,0,0,0,0,0,0,0,0,0
"452",0,0,0,0,0,0,0,0,0,0
"453",0,0,1,1,0,1,1,1,1,0
"454",0,0,0,2,0,0,0,1,2,2
"455",0,0,1,1,0,2,0,2,2,1
"456",0,0,0,0,0,0,0,0,0,0
"457",0,0,0,0,0,0,0,1,0,1
"458",1,0,0,0,0,0,0,0,1,1
"459",2,4,1,3,3,3,0,2,3,5
"460",0,0,0,0,0,0,0,0,0,0
"461",0,0,0,0,0,0,1,0,0,1
"462",0,1,0,0,0,0,0,0,0,0
"463",0,0,0,0,0,0,0,0,0,0
"464",0,1,0,0,0,0,0,1,0,2
"465",0,0,0,0,0,0,0,0,0,0
"466",0,0,0,0,0,0,0,0,0,1
"467",0,0,0,0,0,0,0,0,0,0
"468",0,0,0,0,0,0,0,2,0,2
"469",0,0,1,0,0,0,0,0,1,0
"470",0,1,0,0,0,0,0,0,0,0
"471",0,1,0,0,1,0,0,2,0,3
"472",0,0,0,0,0,0,0,0,0,0
"473",0,0,0,0,0,0,0,0,1,0
"474",0,0,0,0,1,0,0,1,0,1
"475",1,3,1,1,3,1,1,5,5,11
"476",0,2,0,0,2,1,0,2,1,4
"477",0,0,0,0,0,0,0,0,0,0
"478",0,0,0,0,0,0,0,0,0,1
"479",0,0,0,0,0,0,0,0,0,1
"480",0,0,0,0,1,1,0,2,1,3
"481",0,0,0,0,0,0,0,0,0,0
"482",0,0,0,0,0,0,0,0,0,1
"483",0,0,0,0,0,0,0,1,0,3
"484",0,1,0,1,0,0,0,2,0,2
"485",0,1,0,0,0,0,0,1,1,1
"486",0,0,0,0,0,0,0,1,1,2
"487",2,0,1,4,0,3,0,1,3,4
"488",0,0,0,0,0,0,0,0,0,1
"489",0,1,0,0,1,0,0,1,0,4
"490",0,0,0,0,0,0,0,1,0,1
"491",1,1,1,1,0,1,0,0,3,0
"492",0,0,0,0,1,0,0,2,0,1
"493",1,1,0,1,1,0,1,0,0,3
"494",0,0,0,1,1,0,0,2,0,2
"495",0,0,0,0,0,0,0,0,0,1
"496",0,0,0,0,0,0,0,1,0,3
"497",1,0,0,0,0,0,0,0,2,0
"498",0,0,1,1,0,0,0,1,1,1
"499",3,2,0,2,0,1,0,1,2,0
"500",2,1,1,1,2,1,1,3,2,2
"501",0,0,0,0,0,0,0,1,0,2
"502",1,0,0,1,0,0,0,0,1,4
"503",0,0,0,1,0,0,0,1,2,1
"504",0,0,0,0,0,0,0,0,0,2
"505",0,3,0,0,1,0,1,1,2,4
"506",0,0,0,0,0,0,0,2,0,1
"507",0,1,0,0,1,0,1,2,0,3
"508",0,0,0,0,0,1,0,1,1,2
"509",1,2,0,2,2,2,1,2,3,5
"510",0,0,0,0,0,0,0,0,0,3
"511",0,1,0,0,0,0,0,1,0,1
"512",0,0,0,0,0,0,0,0,1,0
"513",1,1,1,2,1,1,1,2,2,2
"514",0,2,0,0,0,0,0,2,0,2
"515",1,0,1,1,1,2,0,0,2,2
"516",0,0,0,0,0,1,0,1,1,1
"517",0,0,0,0,0,0,0,0,0,1
"518",0,1,0,0,1,0,0,1,0,1
"519",1,1,0,2,0,2,0,2,4,5
"520",0,1,0,0,0,0,0,0,1,1
"521",0,0,0,0,0,0,0,0,0,0
"522",0,1,0,0,1,0,1,1,0,1
"523",0,0,1,0,0,0,0,1,0,2
"524",0,0,0,0,0,0,0,0,0,2
"525",0,0,0,0,0,0,0,0,0,0
"526",1,3,1,3,0,2,0,1,5,2
"527",1,2,0,1,0,1,1,0,1,1
"528",1,0,0,0,0,0,0,0,1,1
"529",0,1,0,0,1,0,0,1,0,1
"530",0,1,0,0,0,0,0,0,0,1
"531",0,0,0,0,0,0,0,0,0,0
"532",0,1,0,2,0,0,1,0,1,1
"533",0,0,0,0,0,0,0,0,0,0
"534",0,2,0,0,1,0,0,3,0,3
"535",0,0,0,0,0,0,0,0,0,0
"536",0,0,0,0,0,0,0,0,0,0
"537",0,3,0,0,0,0,1,2,0,1
"538",0,1,0,1,1,0,0,2,1,1
"539",2,1,2,2,1,0,1,1,2,2
"540",0,0,0,0,0,0,0,0,0,0
"541",0,3,0,0,0,0,0,0,0,1
"542",0,0,0,0,0,0,0,0,1,0
"543",0,0,0,0,0,0,0,0,0,0
"544",0,0,0,0,0,0,0,0,0,0
"545",1,0,1,1,0,0,0,0,1,0
"546",0,0,0,0,0,0,0,1,0,0
"547",0,0,0,0,0,0,0,0,0,1
"548",0,1,0,0,1,0,0,0,0,1
"549",1,0,1,0,0,1,0,0,1,1
"550",0,0,0,0,0,0,0,1,0,0
"551",0,1,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,0,0,0,0
"553",1,1,0,0,1,1,2,2,2,2
"554",1,0,0,1,0,0,0,0,1,0
"555",0,1,0,0,0,0,0,0,0,0
"556",0,0,0,0,0,0,0,0,0,0
"557",0,1,0,0,0,0,0,2,1,1
"558",1,2,0,0,1,0,1,1,1,2
"559",0,0,0,0,0,0,0,2,0,1
"560",0,0,0,0,0,0,0,0,0,3
"561",0,2,0,1,0,1,0,0,1,2
"562",0,0,0,0,0,0,0,0,0,0
"563",0,2,0,1,0,2,0,0,2,2
"564",0,0,0,0,0,0,0,0,0,0
"565",0,0,0,0,0,0,0,0,0,0
"566",1,1,2,1,0,0,0,1,2,0
"567",0,1,0,0,0,0,0,2,0,3
"568",0,0,0,0,0,0,0,0,0,0
"569",0,1,0,0,1,0,0,2,0,3
"570",1,0,1,0,1,0,0,3,0,7
"571",0,0,0,0,0,0,1,0,0,0
"572",5,0,3,4,0,3,1,1,8,1
"573",0,0,0,0,0,0,0,0,0,0
"574",0,1,0,0,1,0,1,1,0,2
"575",0,0,0,1,0,1,0,1,2,1
"576",0,0,0,0,0,0,0,0,0,3
"577",0,1,0,0,0,0,0,0,0,0
"578",0,0,0,0,0,0,0,0,0,1
"579",0,0,0,1,0,2,0,1,2,0
"580",0,0,0,0,0,0,0,0,0,0
"581",0,0,0,0,0,0,0,0,0,0
"582",0,0,0,0,1,0,0,0,0,1
"583",0,1,0,0,0,0,0,0,0,0
"584",0,0,0,0,0,1,0,0,1,0
"585",0,0,1,0,0,1,1,2,3,4
"586",1,0,1,1,0,2,0,0,2,0
"587",0,0,0,0,0,0,0,0,0,0
"588",0,0,0,0,0,0,0,0,0,0
"589",0,0,0,0,0,0,0,0,0,1
"590",0,0,0,0,0,0,0,0,0,0
"591",0,1,0,0,1,1,0,1,2,4
"592",1,0,0,0,0,1,0,1,1,0
"593",0,0,0,1,0,1,0,0,1,1
"594",0,0,0,0,0,0,0,0,0,0
"595",0,0,0,0,1,0,0,1,0,1
"596",0,0,0,0,0,0,0,0,0,0
"597",0,1,0,0,0,0,0,1,0,1
"598",0,0,0,0,0,0,0,0,0,0
"599",0,0,0,0,0,0,0,0,0,0
"600",0,1,1,0,1,0,0,1,1,2
"601",0,0,0,0,0,0,0,0,0,0
"602",0,0,0,0,0,0,0,0,0,0
"603",1,0,0,0,0,0,0,1,1,0
"604",0,0,0,0,0,0,0,0,0,0
"605",0,1,0,0,0,0,0,1,0,1
